epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
1,0.113811,0.111336,3.711225,0.00009973,0.000000,0.0007,2.5786,0.000500,10.1
2,0.325527,0.319356,4.628170,0.00009999,0.000000,0.0013,2.7860,0.000500,9.8
3,0.254370,0.248840,2.764787,0.00009992,0.000000,0.0020,2.3323,0.000500,9.8
4,0.142193,0.137767,1.659536,0.00009991,0.000000,0.0027,1.9750,0.000500,9.8
5,0.105020,0.101080,1.182098,0.00010005,0.000000,0.0033,1.7777,0.000500,9.8
6,0.127075,0.123248,0.956693,0.00010029,0.000000,0.0040,1.6679,0.000500,9.9
7,0.125432,0.121839,0.769893,0.00010057,0.000000,0.0047,1.5656,0.000500,9.8
8,0.111103,0.107782,0.622693,0.00010090,0.000000,0.0053,1.4734,0.000500,9.8
9,0.097410,0.094199,0.535138,0.00010130,0.000000,0.0060,1.4117,0.000500,9.7
10,0.102187,0.098909,0.491623,0.00010175,0.000000,0.0067,1.3784,0.000500,9.6
11,0.108749,0.105543,0.437150,0.00010218,0.000000,0.0073,1.3337,0.000500,9.6
12,0.104486,0.101513,0.371673,0.00010256,0.000000,0.0080,1.2729,0.000500,9.6
13,0.096583,0.093863,0.313765,0.00010293,0.000000,0.0087,1.2098,0.000500,9.6
14,0.094929,0.092394,0.271615,0.00010333,0.000000,0.0093,1.1559,0.000500,9.6
15,0.098314,0.095865,0.244921,0.00010376,0.000000,0.0100,1.1155,0.000500,9.6
16,0.100357,0.097949,0.225755,0.00010418,0.000000,0.0107,1.0831,0.000500,9.6
17,0.099763,0.097370,0.211174,0.00010458,0.000000,0.0113,1.0562,0.000500,9.6
18,0.096947,0.094536,0.200852,0.00010498,0.000000,0.0120,1.0355,0.000500,9.6
19,0.094372,0.091900,0.195180,0.00010537,0.000000,0.0127,1.0222,0.000500,9.6
20,0.093489,0.090920,0.192656,0.00010579,0.000000,0.0133,1.0164,0.000500,9.6
21,0.095164,0.092499,0.190398,0.00010626,0.000000,0.0140,1.0118,0.000500,9.6
22,0.096414,0.093666,0.187343,0.00010676,0.000000,0.0147,1.0034,0.000500,9.6
23,0.095845,0.093033,0.183362,0.00010731,0.000000,0.0153,0.9905,0.000500,9.6
24,0.093979,0.091114,0.179070,0.00010791,0.000000,0.0160,0.9742,0.000500,9.6
25,0.093062,0.090126,0.176204,0.00010855,0.000000,0.0167,0.9602,0.000500,9.6
26,0.093589,0.090545,0.175582,0.00010925,0.000000,0.0173,0.9508,0.000500,9.6
27,0.094350,0.091189,0.175577,0.00010999,0.000000,0.0180,0.9459,0.000500,9.6
28,0.094773,0.091480,0.176415,0.00011075,0.000000,0.0187,0.9435,0.000500,9.6
29,0.093974,0.090554,0.176891,0.00011153,0.000000,0.0193,0.9420,0.000500,9.6
30,0.092944,0.089394,0.177463,0.00011235,0.000000,0.0200,0.9414,0.000500,9.6
31,0.092406,0.088723,0.178225,0.00011325,0.000000,0.0207,0.9428,0.000500,9.6
32,0.092697,0.088862,0.179783,0.00011426,0.000000,0.0213,0.9465,0.000500,9.5
33,0.093122,0.089096,0.183007,0.00011538,0.000000,0.0220,0.9529,0.000500,9.6
34,0.092759,0.088486,0.188501,0.00011665,0.000000,0.0227,0.9630,0.000500,9.5
35,0.092119,0.087546,0.195975,0.00011806,0.000000,0.0233,0.9776,0.000500,9.5
36,0.091790,0.086819,0.207137,0.00011966,0.000000,0.0240,0.9977,0.000500,9.5
37,0.091901,0.086490,0.219391,0.00012147,0.000000,0.0247,1.0187,0.000500,9.6
38,0.092368,0.086575,0.228652,0.00012348,0.000000,0.0253,1.0326,0.000500,9.5
39,0.091852,0.085849,0.230892,0.00012568,0.000000,0.0260,1.0331,0.000500,9.5
40,0.090910,0.084847,0.227383,0.00012808,0.000000,0.0267,1.0234,0.000500,9.5
41,0.090302,0.084175,0.224143,0.00013074,0.000000,0.0273,1.0131,0.000500,9.5
42,0.089931,0.083651,0.224275,0.00013371,0.000000,0.0280,1.0090,0.000500,9.5
43,0.089755,0.083136,0.230904,0.00013697,0.000000,0.0287,1.0167,0.000500,9.5
44,0.089011,0.081817,0.245269,0.00014052,0.000000,0.0293,1.0373,0.000500,9.5
45,0.088542,0.080527,0.267151,0.00014438,0.000000,0.0300,1.0695,0.000500,9.5
