epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
92,0.069207,0.056458,0.207867,0.00034621,0.000000,0.0613,0.8298,0.000500,9.5
93,0.070370,0.057463,0.208171,0.00035045,0.000000,0.0620,0.7708,0.000500,9.5
94,0.068123,0.055126,0.207388,0.00035576,0.000000,0.0627,0.7832,0.000500,9.5
95,0.068711,0.055810,0.203707,0.00036165,0.000000,0.0633,0.8292,0.000500,9.5
96,0.071521,0.058637,0.201313,0.00036644,0.000000,0.0640,0.7968,0.000500,9.5
97,0.066798,0.053952,0.198653,0.00037201,0.000000,0.0647,0.8160,0.000500,9.5
98,0.068154,0.055307,0.196639,0.00037730,0.000000,0.0653,0.8102,0.000500,9.5
99,0.068343,0.055622,0.192744,0.00038224,0.000000,0.0660,0.7855,0.000500,9.5
100,0.066168,0.053458,0.190645,0.00038812,0.000000,0.0667,0.8145,0.000500,9.5
101,0.069603,0.056480,0.194897,0.00039431,0.000000,0.0673,0.8621,0.000500,9.5
102,0.068641,0.055607,0.191680,0.00039871,0.000000,0.0680,0.7934,0.000500,9.5
103,0.067285,0.053978,0.193790,0.00040401,0.000000,0.0687,0.7850,0.000500,9.5
104,0.068386,0.054722,0.197070,0.00041007,0.000000,0.0693,0.8209,0.000500,9.5
105,0.065908,0.052448,0.192286,0.00041532,0.000000,0.0700,0.8188,0.000500,9.5
106,0.067526,0.054339,0.186610,0.00042054,0.000000,0.0707,0.8168,0.000500,9.5
107,0.066669,0.053322,0.187119,0.00042604,0.000000,0.0713,0.8307,0.000500,9.5
108,0.065680,0.052595,0.181736,0.00043061,0.000000,0.0720,0.8018,0.000500,9.5
109,0.066442,0.053788,0.174139,0.00043554,0.000000,0.0727,0.8047,0.000500,9.5
110,0.065348,0.052413,0.176382,0.00044113,0.000000,0.0733,0.8409,0.000500,9.5
111,0.064681,0.052046,0.170744,0.00044596,0.000000,0.0740,0.8427,0.000500,9.5
112,0.065152,0.052789,0.165578,0.00045053,0.000000,0.0747,0.8263,0.000500,9.5
113,0.066014,0.052878,0.174372,0.00045554,0.000000,0.0753,0.8266,0.000500,9.5
114,0.065356,0.053317,0.158400,0.00046000,0.000000,0.0760,0.8284,0.000500,9.5
115,0.064552,0.052152,0.161737,0.00046501,0.000000,0.0767,0.8503,0.000500,9.5
116,0.064105,0.052062,0.155729,0.00046950,0.000000,0.0773,0.8477,0.000500,9.5
117,0.064370,0.052261,0.155247,0.00047394,0.000000,0.0780,0.8388,0.000500,9.5
118,0.064717,0.052152,0.159734,0.00047855,0.000000,0.0787,0.8374,0.000500,9.5
119,0.067405,0.055932,0.144609,0.00048276,0.000000,0.0793,0.8483,0.000500,9.5
120,0.081089,0.065655,0.192925,0.00048769,0.000000,0.0800,0.8631,0.000500,9.5
121,0.069457,0.057265,0.151146,0.00049034,0.000000,0.0807,0.8237,0.000500,9.5
122,0.069267,0.056726,0.154191,0.00049404,0.000000,0.0813,0.8282,0.000500,9.5
123,0.070722,0.055949,0.180158,0.00049858,0.000000,0.0820,0.8604,0.000500,9.5
124,0.066179,0.052562,0.164720,0.00050201,0.000000,0.0827,0.8666,0.000500,9.5
125,0.069343,0.056944,0.148786,0.00050526,0.000000,0.0833,0.8525,0.000500,9.5
126,0.066271,0.053224,0.155325,0.00050896,0.000000,0.0840,0.8386,0.000500,9.5
127,0.066905,0.053561,0.157605,0.00051215,0.000000,0.0847,0.8149,0.000500,9.5
128,0.067150,0.054096,0.152970,0.00051522,0.000000,0.0853,0.8130,0.000500,9.5
129,0.066194,0.052973,0.153735,0.00051897,0.000000,0.0860,0.8535,0.000500,9.5
130,0.068698,0.053584,0.174398,0.00052289,0.000000,0.0867,0.9034,0.000500,9.5
131,0.066566,0.053348,0.151349,0.00052553,0.000000,0.0873,0.8401,0.000500,9.5
132,0.066586,0.053004,0.154347,0.00052871,0.000000,0.0880,0.8216,0.000500,9.5
133,0.067354,0.053474,0.156549,0.00053254,0.000000,0.0887,0.8387,0.000500,9.5
134,0.065492,0.052617,0.144123,0.00053587,0.000000,0.0893,0.8610,0.000500,9.5
135,0.065891,0.053241,0.140554,0.00053944,0.000000,0.0900,0.8837,0.000500,9.5
136,0.067234,0.053412,0.152447,0.00054297,0.000000,0.0907,0.8791,0.000500,9.5
137,0.068284,0.056380,0.130342,0.00054546,0.000000,0.0913,0.8372,0.000500,9.5
138,0.066682,0.053622,0.141960,0.00054888,0.000000,0.0920,0.8185,0.000500,9.5
139,0.065759,0.052890,0.138868,0.00055225,0.000000,0.0927,0.8554,0.000500,9.5
140,0.068615,0.056939,0.125105,0.00055515,0.000000,0.0933,0.9013,0.000500,9.5
141,0.071651,0.057127,0.154514,0.00055862,0.000000,0.0940,0.9252,0.000500,9.5
142,0.068851,0.056718,0.128169,0.00056038,0.000000,0.0947,0.8610,0.000500,9.5
143,0.067368,0.053885,0.141421,0.00056308,0.000000,0.0953,0.8179,0.000500,9.5
144,0.071236,0.055382,0.165144,0.00056673,0.000000,0.0960,0.8375,0.000500,9.5
145,0.068255,0.054176,0.145637,0.00056921,0.000000,0.0967,0.8435,0.000500,9.5
146,0.066991,0.052841,0.145381,0.00057227,0.000000,0.0973,0.8633,0.000500,9.5
147,0.070903,0.055318,0.159029,0.00057553,0.000000,0.0980,0.8810,0.000500,9.5
148,0.067887,0.053547,0.145339,0.00057709,0.000000,0.0987,0.8258,0.000500,9.5
149,0.068660,0.054317,0.144393,0.00057949,0.000000,0.0993,0.8137,0.000500,9.5
150,0.068376,0.052761,0.156145,0.00058278,0.000000,0.1000,0.8391,0.000500,9.5
151,0.065806,0.051514,0.142915,0.00058532,0.000000,0.1000,0.8599,0.000500,9.5
152,0.067907,0.055106,0.128009,0.00058777,0.000000,0.1000,0.8819,0.000500,9.5
153,0.065969,0.052341,0.136278,0.00059080,0.000000,0.1000,0.8849,0.000500,9.5
154,0.065357,0.052023,0.133341,0.00059323,0.000000,0.1000,0.8621,0.000500,9.5
155,0.066554,0.054268,0.122862,0.00059563,0.000000,0.1000,0.8549,0.000500,9.5
