epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
1,0.173992,0.170280,5.567695,0.00010041,0.000000,0.0007,2.9922,0.000500,9.8
2,0.224130,0.217467,4.997701,0.00010055,0.000000,0.0013,2.8814,0.000500,9.6
3,0.176192,0.169603,3.294383,0.00010048,0.000000,0.0020,2.4777,0.000500,9.6
4,0.105227,0.099096,2.299076,0.00010044,0.000000,0.0027,2.1907,0.000500,9.6
5,0.125840,0.120007,1.749646,0.00010053,0.000000,0.0033,2.0052,0.000500,9.6
6,0.132966,0.127313,1.413423,0.00010066,0.000000,0.0040,1.8757,0.000500,9.6
7,0.120768,0.115325,1.166406,0.00010083,0.000000,0.0047,1.7685,0.000500,9.6
8,0.103960,0.098630,0.999250,0.00010107,0.000000,0.0053,1.6892,0.000500,9.6
9,0.101353,0.095919,0.905767,0.00010138,0.000000,0.0060,1.6418,0.000500,9.6
10,0.110777,0.105455,0.798266,0.00010169,0.000000,0.0067,1.5828,0.000500,9.7
11,0.108582,0.103712,0.664081,0.00010195,0.000000,0.0073,1.5014,0.000500,9.6
12,0.099754,0.095373,0.547539,0.00010220,0.000000,0.0080,1.4200,0.000500,9.7
13,0.096298,0.092274,0.464372,0.00010247,0.000000,0.0087,1.3535,0.000500,9.7
14,0.099440,0.095590,0.412476,0.00010279,0.000000,0.0093,1.3070,0.000500,9.7
15,0.102156,0.098373,0.378317,0.00010314,0.000000,0.0100,1.2732,0.000500,9.6
16,0.102065,0.098308,0.352235,0.00010350,0.000000,0.0107,1.2460,0.000500,9.6
17,0.099879,0.096130,0.330802,0.00010388,0.000000,0.0113,1.2231,0.000500,9.6
18,0.096792,0.093029,0.313572,0.00010429,0.000000,0.0120,1.2038,0.000500,9.6
19,0.094837,0.091029,0.300603,0.00010474,0.000000,0.0127,1.1892,0.000500,9.6
20,0.095652,0.091778,0.290578,0.00010523,0.000000,0.0133,1.1768,0.000500,9.6
21,0.097410,0.093510,0.278522,0.00010578,0.000000,0.0140,1.1615,0.000500,9.6
22,0.097233,0.093340,0.265421,0.00010636,0.000000,0.0147,1.1435,0.000500,9.6
23,0.095574,0.091684,0.253733,0.00010698,0.000000,0.0153,1.1247,0.000500,9.6
24,0.094028,0.090138,0.243092,0.00010766,0.000000,0.0160,1.1061,0.000500,9.6
25,0.093843,0.089918,0.235468,0.00010840,0.000000,0.0167,1.0910,0.000500,9.6
26,0.094628,0.090636,0.230296,0.00010921,0.000000,0.0173,1.0805,0.000500,9.6
27,0.095166,0.091093,0.226280,0.00011009,0.000000,0.0180,1.0716,0.000500,9.6
28,0.094984,0.090818,0.223163,0.00011102,0.000000,0.0187,1.0640,0.000500,9.6
29,0.094154,0.089907,0.219634,0.00011202,0.000000,0.0193,1.0573,0.000500,9.6
30,0.093145,0.088790,0.217737,0.00011311,0.000000,0.0200,1.0519,0.000500,9.6
31,0.092706,0.088216,0.217283,0.00011431,0.000000,0.0207,1.0497,0.000500,9.6
32,0.093133,0.088472,0.218478,0.00011566,0.000000,0.0213,1.0494,0.000500,9.6
33,0.093392,0.088505,0.222133,0.00011716,0.000000,0.0220,1.0516,0.000500,9.6
34,0.093019,0.087852,0.227971,0.00011882,0.000000,0.0227,1.0571,0.000500,9.6
35,0.092154,0.086620,0.237193,0.00012068,0.000000,0.0233,1.0667,0.000500,9.6
36,0.092019,0.086058,0.248383,0.00012277,0.000000,0.0240,1.0796,0.000500,9.6
