epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
1,0.129124,0.129124,0.000000,0.00009991,0.000000,0.0000,0.0000,0.000500,6.4
2,0.105904,0.105904,0.000000,0.00010024,0.000000,0.0000,0.0000,0.000500,2.7
3,0.118223,0.118223,0.000000,0.00010136,0.000000,0.0000,0.0000,0.000500,2.7
4,0.108237,0.108237,0.000000,0.00010198,0.000000,0.0000,0.0000,0.000500,2.7
5,0.102183,0.102183,0.000000,0.00010270,0.000000,0.0000,0.0000,0.000500,2.7
6,0.102533,0.102533,0.000000,0.00010384,0.000000,0.0000,0.0000,0.000500,2.7
7,0.103608,0.103608,0.000000,0.00010537,0.000000,0.0000,0.0000,0.000500,2.7
8,0.102567,0.102567,0.000000,0.00010719,0.000000,0.0000,0.0000,0.000500,2.7
9,0.100332,0.100332,0.000000,0.00010927,0.000000,0.0000,0.0000,0.000500,2.7
10,0.097748,0.097748,0.000000,0.00011155,0.000000,0.0000,0.0000,0.000500,2.7
11,0.096303,0.096303,0.000000,0.00011401,0.000000,0.0000,0.0000,0.000500,2.6
12,0.096893,0.096893,0.000000,0.00011654,0.000000,0.0000,0.0000,0.000500,2.7
13,0.096317,0.096317,0.000000,0.00011884,0.000000,0.0000,0.0000,0.000500,2.7
14,0.093980,0.093980,0.000000,0.00012074,0.000000,0.0000,0.0000,0.000500,2.6
15,0.092196,0.092196,0.000000,0.00012241,0.000000,0.0000,0.0000,0.000500,2.7
16,0.091527,0.091527,0.000000,0.00012411,0.000000,0.0000,0.0000,0.000500,2.6
17,0.091174,0.091174,0.000000,0.00012599,0.000000,0.0000,0.0000,0.000500,2.7
18,0.090080,0.090080,0.000000,0.00012806,0.000000,0.0000,0.0000,0.000500,2.7
19,0.089027,0.089027,0.000000,0.00013021,0.000000,0.0000,0.0000,0.000500,2.7
20,0.088888,0.088888,0.000000,0.00013224,0.000000,0.0000,0.0000,0.000500,2.7
21,0.088319,0.088319,0.000000,0.00013388,0.000000,0.0000,0.0000,0.000500,2.7
22,0.086981,0.086981,0.000000,0.00013525,0.000000,0.0000,0.0000,0.000500,2.6
23,0.086244,0.086244,0.000000,0.00013664,0.000000,0.0000,0.0000,0.000500,2.7
24,0.085433,0.085433,0.000000,0.00013825,0.000000,0.0000,0.0000,0.000500,2.7
25,0.083857,0.083857,0.000000,0.00014010,0.000000,0.0000,0.0000,0.000500,2.6
26,0.082322,0.082322,0.000000,0.00014214,0.000000,0.0000,0.0000,0.000500,2.7
27,0.081098,0.081098,0.000000,0.00014423,0.000000,0.0000,0.0000,0.000500,2.6
28,0.078865,0.078865,0.000000,0.00014627,0.000000,0.0000,0.0000,0.000500,2.7
29,0.076871,0.076871,0.000000,0.00014838,0.000000,0.0000,0.0000,0.000500,2.7
30,0.075325,0.075325,0.000000,0.00015063,0.000000,0.0000,0.0000,0.000500,2.7
31,0.073455,0.073455,0.000000,0.00015295,0.000000,0.0000,0.0000,0.000500,2.7
32,0.072917,0.072917,0.000000,0.00015521,0.000000,0.0000,0.0000,0.000500,2.7
33,0.071805,0.071805,0.000000,0.00015728,0.000000,0.0000,0.0000,0.000500,2.7
34,0.070670,0.070670,0.000000,0.00015918,0.000000,0.0000,0.0000,0.000500,2.7
35,0.069345,0.069345,0.000000,0.00016084,0.000000,0.0000,0.0000,0.000500,2.7
36,0.067515,0.067515,0.000000,0.00016219,0.000000,0.0000,0.0000,0.000500,2.7
37,0.065860,0.065860,0.000000,0.00016334,0.000000,0.0000,0.0000,0.000500,2.7
38,0.063640,0.063640,0.000000,0.00016442,0.000000,0.0000,0.0000,0.000500,2.7
39,0.061625,0.061625,0.000000,0.00016553,0.000000,0.0000,0.0000,0.000500,2.7
40,0.059141,0.059141,0.000000,0.00016678,0.000000,0.0000,0.0000,0.000500,2.7
41,0.057492,0.057492,0.000000,0.00016818,0.000000,0.0000,0.0000,0.000500,2.7
42,0.057487,0.057487,0.000000,0.00016963,0.000000,0.0000,0.0000,0.000500,2.7
